filename,phash
game_1024x576.mp4,0b0000001000001100011110111110110001111001111011000111100111101100001110011101100000111000111110000011100111111100001110011111100000111011111110000011100001111000001110011101100000011000110100000001100000010000000110001001000000011000110100000001100000010000
game_640x360.mp4,0b0000101000001100011110111110110001111001111011000111100111101100001110011101100000111000111110000011100111111100001110011111100000111011111110000011100001111000001110011101100000011000110100000001100000010000000110001001000000011000110100000001100000010000
vanish_spanish.mp4,0b0000000000000000000000000000000000001000110000000000000111000010000000011111001100000001100000011110000000000001111001000100100011011111111110011111111111111000111111110111100011111111011110001111111001111011111111100111111111111111111111111111111111111111
